01041842 ,6.4 ,5 ,4.75 ,2.8 ,6.2 ,4 ,6.25 ,6.5 ,5.4
01042247 ,6 ,6.75 ,3.6 ,5 ,3.6 ,5.2 ,4.6 ,5.6 ,6
10000104 ,5.6 ,6 ,4.75 ,5.5 ,4.4 ,6.25 ,5 ,5.4 ,3.4
11002752 ,5 ,8.5 ,2.8 ,6.2 ,4 ,4.6 ,6.5 ,6 ,4
12000188 ,5.4 ,5.75 ,5 ,3.6 ,5.2 ,5 ,5.6 ,3.4 ,5
12001295 ,8.2 ,5.5 ,5.5 ,4.4 ,6.25 ,6.5 ,5.4 ,4 ,6
12002409 ,6.6 ,5.5 ,6.2 ,4 ,4.6 ,5.6 ,6 ,5 ,6
12002516 ,5 ,7.75 ,3.6 ,5.2 ,5 ,5.4 ,3.4 ,6 ,5.75
12002876 ,5.8 ,8 ,4.4 ,6.25 ,6.5 ,6 ,4 ,6 ,6
12004441 ,4.2 ,8 ,4 ,4.6 ,5.6 ,3.4 ,5 ,5.75 ,5.6
12005113 ,6.2 ,7.75 ,5.2 ,5 ,5.4 ,4 ,6 ,6 ,5.6
12005613 ,7.4 ,4.5 ,6.25 ,6.5 ,6 ,5 ,6 ,5.6 ,6.5
12006109 ,6.8 ,7.75 ,4.6 ,5.6 ,3.4 ,6 ,5.75 ,5.6 ,6.25
12007967 ,6.8 ,6.5 ,5 ,5.4 ,4 ,6 ,6 ,6.5 ,4.2
12010923 ,6.4 ,5.25 ,6.5 ,6 ,5 ,5.75 ,5.6 ,6.25 ,5.4
12011520 ,4.6 ,9 ,5.6 ,3.4 ,6 ,6 ,5.6 ,4.2 ,7.75
18004966 ,5.8 ,7 ,5.4 ,4 ,6 ,5.6 ,6.5 ,5.4 ,5
06002877 ,5.2 ,4.75 ,6 ,5 ,5.75 ,5.6 ,6.25 ,7.75 ,4.75
10001398 ,4.2 ,8.5 ,3.4 ,6 ,6 ,6.5 ,4.2 ,5 ,3.2
10003978 ,5 ,7 ,4 ,6 ,5.6 ,6.25 ,5.4 ,4.75 ,2.8
10005478 ,5.6 ,5.5 ,5 ,5.75 ,5.6 ,4.2 ,7.75 ,3.2 ,3.4
12000751 ,6.6 ,5.5 ,6 ,6 ,6.5 ,5.4 ,5 ,2.8 ,6
12001160 ,4.8 ,5.25 ,6 ,5.6 ,6.25 ,7.75 ,4.75 ,3.4 ,4.6
12001233 ,7.6 ,5.75 ,5.75 ,5.6 ,4.2 ,5 ,3.2 ,6 ,6.25
12005692 ,6.8 ,5.25 ,6 ,6.5 ,5.4 ,4.75 ,2.8 ,4.6 ,4.5
12006263 ,5.8 ,7.5 ,5.6 ,6.25 ,7.75 ,3.2 ,3.4 ,6.25 ,6
12007088 ,7.2 ,6.25 ,5.6 ,4.2 ,5 ,2.8 ,6 ,4.5 ,5.2
12008202 ,6.8 ,5.75 ,6.5 ,5.4 ,4.75 ,3.4 ,4.6 ,6 ,6.8
12008309 ,7.2 ,5.5 ,6.25 ,7.75 ,3.2 ,6 ,6.25 ,5.2 ,5
12010743 ,5.6 ,6.25 ,4.2 ,5 ,2.8 ,4.6 ,4.5 ,6.8 ,4.4
13001802 ,6 ,6.5 ,5.4 ,4.75 ,3.4 ,6.25 ,6 ,5 ,6
26001643 ,5.8 ,5.5 ,7.75 ,3.2 ,6 ,4.5 ,5.2 ,4.4 ,3.4
51003476 ,7.2 ,6.25 ,5 ,2.8 ,4.6 ,6 ,6.8 ,6 ,5.75
10005285 ,5.4 ,5.5 ,4.75 ,3.4 ,6.25 ,5.2 ,5 ,3.4 ,4.2
10005315 ,4.6 ,8 ,3.2 ,6 ,4.5 ,6.8 ,4.4 ,5.75 ,4.8
11000619 ,5 ,8 ,2.8 ,4.6 ,6 ,5 ,6 ,4.2 ,5.75
11001531 ,5 ,7.25 ,3.4 ,6.25 ,5.2 ,4.4 ,3.4 ,4.8 ,6
11002783 ,4.4 ,5.25 ,6 ,4.5 ,6.8 ,6 ,5.75 ,5.75 ,5
12005090 ,7 ,7.25 ,4.6 ,6 ,5 ,3.4 ,4.2 ,6 ,4.6
12007081 ,7.6 ,5 ,6.25 ,5.2 ,4.4 ,5.75 ,4.8 ,5 ,5.25
12007301 ,7.2 ,7 ,4.5 ,6.8 ,6 ,4.2 ,5.75 ,4.6 ,4.6
12008141 ,6.6 ,5.25 ,6 ,5 ,3.4 ,4.8 ,6 ,5.25 ,5.75
12009664 ,6.6 ,7 ,5.2 ,4.4 ,5.75 ,5.75 ,5 ,4.6 ,6.25
12011481 ,4.2 ,6.75 ,6.8 ,6 ,4.2 ,6 ,4.6 ,5.75 ,4.8
18013173 ,7.6 ,5.75 ,5 ,3.4 ,4.8 ,5 ,5.25 ,6.25 ,3
19006967 ,6.8 ,7 ,4.4 ,5.75 ,5.75 ,4.6 ,4.6 ,4.8 ,6
25008614 ,7.6 ,4.75 ,6 ,4.2 ,6 ,5.25 ,5.75 ,3 ,5.2
06002804 ,5.2 ,7 ,3.4 ,4.8 ,5 ,4.6 ,6.25 ,6 ,4.2
06003784 ,4.4 ,5.25 ,5.75 ,5.75 ,4.6 ,5.75 ,4.8 ,5.2 ,5.25
11001366 ,4.4 ,7 ,4.2 ,6 ,5.25 ,6.25 ,3 ,4.2 ,4.6
11002631 ,4.8 ,6 ,4.8 ,5 ,4.6 ,4.8 ,6 ,5.25 ,4.25
12001512 ,6.8 ,5 ,5.75 ,4.6 ,5.75 ,3 ,5.2 ,4.6 ,6.5
12001653 ,6.8 ,5.75 ,6 ,5.25 ,6.25 ,6 ,4.2 ,4.25 ,4.2
12003811 ,5.6 ,5 ,5 ,4.6 ,4.8 ,5.2 ,5.25 ,6.5 ,3.4
12003868 ,5.4 ,7.5 ,4.6 ,5.75 ,3 ,4.2 ,4.6 ,4.2 ,6
12003934 ,5.2 ,5 ,5.25 ,6.25 ,6 ,5.25 ,4.25 ,3.4 ,4.2
12006007 ,7 ,7 ,4.6 ,4.8 ,5.2 ,4.6 ,6.5 ,6 ,5.75
12006958 ,8 ,4.75 ,5.75 ,3 ,4.2 ,4.25 ,4.2 ,4.2 ,4.25
12007165 ,6.4 ,5.75 ,6.25 ,6 ,5.25 ,6.5 ,3.4 ,5.75 ,4
12007387 ,5.8 ,8 ,4.8 ,5.2 ,4.6 ,4.2 ,6 ,4.25 ,4.4
12008562 ,6.4 ,7 ,3 ,4.2 ,4.25 ,3.4 ,4.2 ,4 ,2.2
12011339 ,6.8 ,4.75 ,6 ,5.25 ,6.5 ,6 ,5.75 ,4.4 ,4.2
12011596 ,6.6 ,6.75 ,5.2 ,4.6 ,4.2 ,4.2 ,4.25 ,2.2 ,4.75
24006004 ,6 ,7.75 ,4.2 ,4.25 ,3.4 ,5.75 ,4 ,4.2 ,5.75
25006770 ,6.6 ,6.25 ,5.25 ,6.5 ,6 ,4.25 ,4.4 ,4.75 ,4
25007507 ,6.8 ,6.5 ,4.6 ,4.2 ,4.2 ,4 ,2.2 ,5.75 ,6.25
01054981 ,8 ,6 ,4.25 ,3.4 ,5.75 ,4.4 ,4.2 ,4 ,4
03017622 ,6 ,5.75 ,6.5 ,6 ,4.25 ,2.2 ,4.75 ,6.25 ,6.5
06004527 ,6.6 ,6.5 ,4.2 ,4.2 ,4 ,4.2 ,5.75 ,4 ,5
11001400 ,4.8 ,7 ,3.4 ,5.75 ,4.4 ,4.75 ,4 ,6.5 ,4.25
12003981 ,5.6 ,5.75 ,6 ,4.25 ,2.2 ,5.75 ,6.25 ,5 ,6.6
12004458 ,5.8 ,5.25 ,4.2 ,4 ,4.2 ,4 ,4 ,4.25 ,4.75
12004589 ,6.2 ,5.25 ,5.75 ,4.4 ,4.75 ,6.25 ,6.5 ,6.6 ,6.2
12005112 ,7.6 ,6.5 ,4.25 ,2.2 ,5.75 ,4 ,5 ,4.75 ,6
12005534 ,6.4 ,6.75 ,4 ,4.2 ,4 ,6.5 ,4.25 ,6.2 ,4.6
12006394 ,5.4 ,8.5 ,4.4 ,4.75 ,6.25 ,5 ,6.6 ,6 ,3.6
12006877 ,7.2 ,7.75 ,2.2 ,5.75 ,4 ,4.25 ,4.75 ,4.6 ,4
12007655 ,5 ,7.5 ,4.2 ,4 ,6.5 ,6.6 ,6.2 ,3.6 ,5.5
12008147 ,5.4 ,5 ,4.75 ,6.25 ,5 ,4.75 ,6 ,4 ,5.5
12009402 ,6.6 ,5 ,5.75 ,4 ,4.25 ,6.2 ,4.6 ,5.5 ,3.4
12010404 ,4.8 ,8.5 ,4 ,6.5 ,6.6 ,6 ,3.6 ,5.5 ,4.75
12011501 ,6 ,6 ,6.25 ,5 ,4.75 ,4.6 ,4 ,3.4 ,3
15001592 ,8 ,6.25 ,4 ,4.25 ,6.2 ,3.6 ,5.5 ,4.75 ,5
26006469 ,5.6 ,5.75 ,6.5 ,6.6 ,6 ,4 ,5.5 ,3 ,3.4
06001092 ,5.2 ,4.75 ,5 ,4.75 ,4.6 ,5.5 ,3.4 ,5 ,3.4
07002268 ,4 ,6.75 ,4.25 ,6.2 ,3.6 ,5.5 ,4.75 ,3.4 ,3
12001728 ,4.6 ,6.75 ,6.6 ,6 ,4 ,3.4 ,3 ,3.4 ,4
12004451 ,7.4 ,4.75 ,4.75 ,4.6 ,5.5 ,4.75 ,5 ,3 ,4.8
12006544 ,5.6 ,6.25 ,6.2 ,3.6 ,5.5 ,3 ,3.4 ,4 ,5.4
12007195 ,6.6 ,5.5 ,6 ,4 ,3.4 ,5 ,3.4 ,4.8 ,4.8
12007423 ,7.4 ,6 ,4.6 ,5.5 ,4.75 ,3.4 ,3 ,5.4 ,3.6
12009289 ,4.4 ,7 ,3.6 ,5.5 ,3 ,3.4 ,4 ,4.8 ,3.8
18010448 ,7.8 ,5.75 ,4 ,3.4 ,5 ,3 ,4.8 ,3.6 ,6.25
24007658 ,6.6 ,5.5 ,5.5 ,4.75 ,3.4 ,4 ,5.4 ,3.8 ,2.4
27004852 ,7 ,5 ,5.5 ,3 ,3.4 ,4.8 ,4.8 ,6.25 ,4.2
01041392 ,5.2 ,6.25 ,3.4 ,5 ,3 ,5.4 ,3.6 ,2.4 ,5.5
09002487 ,4.6 ,5.5 ,4.75 ,3.4 ,4 ,4.8 ,3.8 ,4.2 ,4.5
10000818 ,5 ,6.75 ,3 ,3.4 ,4.8 ,3.6 ,6.25 ,5.5 ,3.6
11000773 ,6.6 ,5.25 ,5 ,3 ,5.4 ,3.8 ,2.4 ,4.5 ,5.6
11000988 ,3.6 ,7.75 ,3.4 ,4 ,4.8 ,6.25 ,4.2 ,3.6 ,3.6
12000344 ,6 ,5.25 ,3.4 ,4.8 ,3.6 ,2.4 ,5.5 ,5.6 ,5
12000964 ,6.2 ,7.5 ,3 ,5.4 ,3.8 ,4.2 ,4.5 ,3.6 ,2.4
12004172 ,3 ,7.75 ,4 ,4.8 ,6.25 ,5.5 ,3.6 ,5 ,4.8
12006012 ,6.2 ,6.75 ,4.8 ,3.6 ,2.4 ,4.5 ,5.6 ,2.4 ,3.6
12006854 ,5.2 ,7.25 ,5.4 ,3.8 ,4.2 ,3.6 ,3.6 ,4.8 ,3.6
12010865 ,5.2 ,6.75 ,4.8 ,6.25 ,5.5 ,5.6 ,5 ,3.6 ,4.4
13000977 ,5.8 ,7.25 ,3.6 ,2.4 ,4.5 ,3.6 ,2.4 ,3.6 ,4.5
13002514 ,5 ,6 ,3.8 ,4.2 ,3.6 ,5 ,4.8 ,4.4 ,3.8
01032475 ,5.8 ,5.5 ,6.25 ,5.5 ,5.6 ,2.4 ,3.6 ,4.5 ,3.6
06000979 ,5.6 ,6.5 ,2.4 ,4.5 ,3.6 ,4.8 ,3.6 ,3.8 ,5.8
06002906 ,3.8 ,6.5 ,4.2 ,3.6 ,5 ,3.6 ,4.4 ,3.6 ,4
09000923 ,6.2 ,4.75 ,5.5 ,5.6 ,2.4 ,3.6 ,4.5 ,5.8 ,5.8
10003555 ,5.4 ,4.5 ,4.5 ,3.6 ,4.8 ,4.4 ,3.8 ,4 ,3.4
10008638 ,4.6 ,6.25 ,3.6 ,5 ,3.6 ,4.5 ,3.6 ,5.8 ,5.5
12000833 ,5.6 ,5.25 ,5.6 ,2.4 ,3.6 ,3.8 ,5.8 ,3.4 ,5
12001065 ,5.8 ,5 ,3.6 ,4.8 ,4.4 ,3.6 ,4 ,5.5 ,3.6
12001221 ,5.4 ,7 ,5 ,3.6 ,4.5 ,5.8 ,5.8 ,5 ,4.5
12001314 ,7.6 ,7.5 ,2.4 ,3.6 ,3.8 ,4 ,3.4 ,3.6 ,5.75
12001385 ,7.2 ,5.5 ,4.8 ,4.4 ,3.6 ,5.8 ,5.5 ,4.5 ,4.5
12003947 ,4 ,7 ,3.6 ,4.5 ,5.8 ,3.4 ,5 ,5.75 ,3.25
12004745 ,6.8 ,7 ,3.6 ,3.8 ,4 ,5.5 ,3.6 ,4.5 ,3.75
12005402 ,5.2 ,6 ,4.4 ,3.6 ,5.8 ,5 ,4.5 ,3.25 ,3.4
12005663 ,7 ,5 ,4.5 ,5.8 ,3.4 ,3.6 ,5.75 ,3.75 ,6.25
12006064 ,5.8 ,8 ,3.8 ,4 ,5.5 ,4.5 ,4.5 ,3.4 ,4
12006425 ,6.6 ,7.25 ,3.6 ,5.8 ,5 ,5.75 ,3.25 ,6.25 ,4
12006525 ,6.2 ,5.5 ,5.8 ,3.4 ,3.6 ,4.5 ,3.75 ,4 ,5
12007177 ,7 ,6.5 ,4 ,5.5 ,4.5 ,3.25 ,3.4 ,4 ,4.4
12007334 ,5 ,6.75 ,5.8 ,5 ,5.75 ,3.75 ,6.25 ,5 ,5.2
12009743 ,6.6 ,7.5 ,3.4 ,3.6 ,4.5 ,3.4 ,4 ,4.4 ,4.5
12011337 ,6.4 ,5.5 ,5.5 ,4.5 ,3.25 ,6.25 ,4 ,5.2 ,5.25
12011470 ,4.8 ,7.75 ,5 ,5.75 ,3.75 ,4 ,5 ,4.5 ,5.2
12012602 ,4.4 ,6.5 ,3.6 ,4.5 ,3.4 ,4 ,4.4 ,5.25 ,6
17007904 ,6.8 ,6.25 ,4.5 ,3.25 ,6.25 ,5 ,5.2 ,5.2 ,4
23002198 ,5.4 ,3.25 ,5.75 ,3.75 ,4 ,4.4 ,4.5 ,6 ,3.2
23003238 ,5.4 ,4.5 ,4.5 ,3.4 ,4 ,5.2 ,5.25 ,4 ,4.2
23006519 ,5.8 ,5.5 ,3.25 ,6.25 ,5 ,4.5 ,5.2 ,3.2 ,2.8
11000754 ,5.4 ,5 ,3.75 ,4 ,4.4 ,5.25 ,6 ,4.2 ,4
11002228 ,4 ,6.75 ,3.4 ,4 ,5.2 ,5.2 ,4 ,2.8 ,4.6
12001453 ,6.4 ,4.5 ,6.25 ,5 ,4.5 ,6 ,3.2 ,4 ,3.25
12004178 ,7 ,5.25 ,4 ,4.4 ,5.25 ,4 ,4.2 ,4.6 ,5.25
12004504 ,6.2 ,5 ,4 ,5.2 ,5.2 ,3.2 ,2.8 ,3.25 ,4.75
12005604 ,5.2 ,4 ,5 ,4.5 ,6 ,4.2 ,4 ,5.25 ,5.5
12005972 ,6 ,6.75 ,4.4 ,5.25 ,4 ,2.8 ,4.6 ,4.75 ,2.8
12006895 ,6.4 ,4.75 ,5.2 ,5.2 ,3.2 ,4 ,3.25 ,5.5 ,3.6
12006938 ,7.2 ,5.5 ,4.5 ,6 ,4.2 ,4.6 ,5.25 ,2.8 ,3.4
12008366 ,6 ,4 ,5.25 ,4 ,2.8 ,3.25 ,4.75 ,3.6 ,4.2
12010801 ,5 ,6 ,5.2 ,3.2 ,4 ,5.25 ,5.5 ,3.4 ,5
12010903 ,6 ,4.25 ,6 ,4.2 ,4.6 ,4.75 ,2.8 ,4.2 ,5.25
12010908 ,4.2 ,6 ,4 ,2.8 ,3.25 ,5.5 ,3.6 ,5 ,3.4
